-43.2068586,-22.9809491
-43.2047561,-22.981045
-43.202639,-22.9811603
-43.2005072,-22.9812671
-43.2069254,-22.9814703
-43.2047923,-22.981584
-43.2026731,-22.9816651
-43.2005985,-22.9823132
-43.2069634,-22.9819971
-43.2048317,-22.9820994
-43.2027095,-22.982206
-43.2069913,-22.9825268
-43.2048593,-22.9826381
-43.2027824,-22.9832869
-43.2006642,-22.9833811
-43.2025921,-22.9804502
-43.2008934,-22.9799521
-43.2025307,-22.9795532
-43.2047082,-22.9801679
-43.2028547,-22.9843556
-43.2007365,-22.9844646
-43.1985303,-22.9834935
-43.1967824,-22.9837399
-43.2071628,-22.9852097
-43.2050233,-22.9853244
-43.2029177,-22.985423
-43.2008071,-22.9855586
-43.2072504,-22.9863404
-43.2051772,-22.9864467
-43.2030553,-22.9865611
-43.2008759,-22.9866732
-43.1987442,-22.9867841
-43.1991709,-22.9813286
-43.1991832,-22.9823961
-43.1997027,-22.9787363
-43.2133028,-22.9811341
-43.2111597,-22.9812353
-43.2090298,-22.9813498
-43.2133493,-22.98165
-43.211196,-22.9817702
-43.209065,-22.981876
-43.2133612,-22.9821954
-43.211239,-22.982305
-43.2091058,-22.9824164
-43.2134,-22.9827181
-43.2112609,-22.9828334
-43.2091512,-22.9829363
-43.2134632,-22.9837922
-43.2113268,-22.9838886
-43.2092282,-22.9840115
-43.2135157,-22.9848733
-43.2113944,-22.9849728
-43.2093023,-22.9850936
-43.2135764,-22.9859937
-43.2114642,-22.9861015
-43.2093612,-22.9862279
-43.212763,-22.9805408
-43.2144921,-22.9837207
-43.2140914,-22.9826329
-43.2138674,-22.9821218
-43.2136943,-22.9816482
-43.2134352,-22.981081
-43.2111792,-22.9806204
-43.2089714,-22.9807392
-43.214208,-22.9837404
-43.2142818,-22.9848306
-43.2143563,-22.9860182
-43.1775684,-22.9237464
-43.179602,-22.9249087
-43.181524,-22.9240681
-43.1776357,-22.9313717
-43.1775398,-22.9297715
-43.1770447,-22.9282845
-43.1768568,-22.9245337
-43.1770849,-22.921972
-43.1774062,-22.9235834
-43.1731037,-22.9254942
-43.1793536,-22.9259998
-43.1793384,-22.9268376
-43.1785296,-22.9253226
-43.1793857,-22.9313954
-43.1776393,-22.931292
-43.1793004,-22.9282924
-43.1772102,-22.9288376
-43.1824145,-22.9317361
-43.1788834,-22.9328757
-43.1791682,-22.9306733
-43.1821993,-22.9323715
-43.1817718,-22.9322175
-43.1772599,-22.932959
-43.1775367,-22.9324829
-43.177876,-22.9327673
-43.1751189,-22.9350312
-43.1775468,-22.93229
-43.1759642,-22.9311577
-43.1758047,-22.9300225
-43.1813083,-22.9333241
-43.185601,-22.9333906
-43.186531,-22.9354116
-43.1876096,-22.9345609
-43.18405,-22.9357909
-43.1806593,-22.9360435
-43.1811269,-22.9355446
-43.1842331,-22.9492898
-43.1841789,-22.9460827
-43.1837239,-22.9438391
-43.1889644,-22.9353301
-43.1879687,-22.9367231
-43.1900857,-22.9364267
-43.1937745,-22.9357666
-43.1901128,-22.9364851
-43.228692,-22.9873863
-43.2246683,-22.9858984
-43.2228537,-22.9854371
-43.2220614,-22.9852622
-43.221332,-22.9851306
-43.22053,-22.9850207
-43.2295096,-22.986614
-43.2197774,-22.9849177
-43.229276,-22.9865109
-43.2187329,-22.984838
-43.2176326,-22.9847658
-43.2273073,-22.9856331
-43.2168151,-22.9847306
-43.2250261,-22.9848391
-43.2231212,-22.984383
-43.2148949,-22.9847879
-43.2223029,-22.9842034
-43.220712,-22.9839226
-43.2198918,-22.9838357
-43.2188514,-22.9837428
-43.2177933,-22.983686
-43.2169198,-22.9836725
-43.2180228,-22.9788079
-43.2149148,-22.9804124
-43.2175608,-22.9704649
-43.2190311,-22.9762544
-43.2188711,-22.9772565
-43.2181951,-22.9785054
-43.2008007,-22.9746075
-43.1996279,-22.976284
-43.1998641,-22.9786247
-43.2065704,-22.9805075
-43.2188642,-22.9764221
-43.2144233,-22.9638418
-43.2163414,-22.9630254
-43.2175245,-22.9619768
-43.2880553,-22.8118533
-43.2878293,-22.8168474
-43.287755,-22.8174856
-43.2892526,-22.8165824
-43.2886715,-22.8179414
-43.2880512,-22.8179382
-43.2874231,-22.8178242
-43.2861708,-22.8181894
-43.2885146,-22.8155198
-43.2881687,-22.8160912
-43.2186357,-22.8986324
-43.2395454,-22.8433679
-43.2377497,-22.8595832
-43.219794,-22.8947071
-43.2295642,-22.8826161
-43.2334252,-22.8651673
-43.2885763,-22.8108568
-43.2884449,-22.8111727
-43.2882496,-22.8107585
-43.2883545,-22.8103609
-43.2881728,-22.8123451
-43.2878374,-22.8132514
-43.2904243,-22.8151427
-43.2136002,-22.9059674
-43.219509,-22.8951518
-43.2100486,-22.9142042
-43.2087082,-22.9248401
-43.2086331,-22.9317125
-43.2086778,-22.9323474
-43.2127448,-22.9356525
-43.2135918,-22.9359407
-43.2106351,-22.9345301
-43.2092369,-22.9332524
-43.2097946,-22.9346445
-43.2025096,-22.9397683
-43.2023424,-22.9396876
-43.201576,-22.9399126
-43.1997925,-22.9402605
-43.1979959,-22.9404942
-43.2041154,-22.9614927
-43.2038413,-22.9632722
-43.2044951,-22.9621893
-43.2051877,-22.9618177
-43.2151677,-22.9861173
-43.1984286,-22.9771016
-43.203553,-22.9667396
-43.2127196,-22.9632172
-43.2175118,-22.9676965
-43.1948539,-22.9766991
-43.2160456,-22.9847168
-43.2157181,-22.9836806
-43.2145445,-22.9803248
-43.2159542,-22.9862072
-43.1959704,-22.9874147
-43.1978878,-22.9868499
-43.1951544,-22.9847169
